"a_date_farmed","b_source","c_scraped_url","d","e","f","g","h","i","j","k","l","m_date_of_event","n_event_name","o_description","p","q","r","s_state_province","t","u","v","w","x","y","z","aa","ab_business_info","ac_website","ad","ae","af_country","ag"
"12/07/2024","10Times","https://10times.com/ictel-kuta","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Mon, 15  - Tue, 16 Jul 2024","International Conference on Teaching Education & Learning (ICTEL)","","","","","Kuta • Online","Indonesia","South-East Asia","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/e1zs-2r7k-4gs9","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Tue, 23  - Wed, 24 Jul 2024","Academic International Conference on Multi-Disciplinary Studies and Education","","","","","Jakarta","Indonesia","South-East Asia","","","","","","","","","","","",""
"12/07/2024","10Times","","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","","","","","","","","Indonesia","South-East Asia","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/icebhs-kuta","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Sun, 14  - Mon, 15 Jul 2024","International Conference on Education, Business, Humanities and Social Sciences (ICEBHS)","","","","","Bali","Indonesia","South-East Asia","","","","","","","","","","","",""
"12/07/2024","10Times","","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","","","","","","","","Indonesia","South-East Asia","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/ebms","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Sat, 20  - Sun, 21 Jul 2024","International Conference on Research Perspectives on Entrepreneurship Education Business Management and Social Sciences (EBMS)...","","","","","Kuta","Indonesia","South-East Asia","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/lltc","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Thu, 07  - Fri, 08 Nov 2024","Language and Language Teaching Conference (LLTC)","","","","","Yogyakarta","Indonesia","South-East Asia","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/e1zh-31pk-3x7h","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Fri, 26 Jul 2024","International Conference on Advance Education (ICAE)","","","","","Jakarta","Indonesia","South-East Asia","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/e14k-rxkx-0h17","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Tue, 16  - Wed, 17 Jul 2024","Humanities & Social Sciences International Conference (HuSoc)","","","","","Kuta","Indonesia","South-East Asia","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/atcmindonesia","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Sun, 08  - Wed, 11 Dec 2024","Asian Technology Conference in Mathematics (ATCM)","","","","","Yogyakarta • Online","Indonesia","South-East Asia","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/iccsci-ngaglik","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Wed, 31 Jul - Thu, 01 Aug 2024","International Conference on Computer Science and Computational Intelligence (ICCSCI)","","","","","Ngaglik","Indonesia","South-East Asia","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/indonesia-maternitybaby-expo","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Fri, 29 Nov - Sun, 01 Dec 2024","Indonesia Maternity, Baby & Kids Expo (IMBEX)","","","","","Jakarta","Indonesia","South-East Asia","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/e1r1-4p3g-2dhh","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Tue, 16  - Wed, 17 Jul 2024","International Conference on Social Science & Humanities (SSHRA)","","","","","Kuta","Indonesia","South-East Asia","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/e1dd-gsg2-95f0-g","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Tue, 27  - Wed, 28 Aug 2024","Educational Technology International Conference (ETIC)","","","","","Jakarta","Indonesia","South-East Asia","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/e13z-hpkx-3g10","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Tue, 13  - Fri, 16 Aug 2024","International Conference on Social Science, Arts, Business and Education","","","","","Jakarta","Indonesia","South-East Asia","","","","","","","","","","","",""
"12/07/2024","10Times","","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","","","","","","","","Indonesia","South-East Asia","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/e1z3-d6x1-g6ph","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Mon, 12  - Tue, 13 Aug 2024","International Conference on Mining, Material, and Metallurgical Engineering (ICMMME)","","","","","Jakarta","Indonesia","South-East Asia","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/icbellp-kuta","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Wed, 17  - Thu, 18 Jul 2024","International Conference on Business, Economics & Policy (ICBELLP)","","","","","Kuta • Online","Indonesia","South-East Asia","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/concorde-hotel-kuala-lumpur-jakarta","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Tue, 19 Nov 2024","QS World Graduate School Tour - Jakarta","","","","","Jakarta","Indonesia","South-East Asia","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/awmun-bali","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Fri, 12  - Mon, 15 Jul 2024","Asia World Model United Nations (AWMUN)","","","","","Bali","Indonesia","South-East Asia","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/ichssbm-surabaya","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Mon, 29  - Tue, 30 Jul 2024","International Conference on Humanities, Social Science and Business Management (ICHSSBM)","","","","","Surabaya","Indonesia","South-East Asia","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/e13z-dxg6-g1z0","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Mon, 12  - Tue, 13 Aug 2024","International Conference on Nanoscience, Nanotechnology and Advanced Materials (IC2NM)","","","","","Jakarta","Indonesia","South-East Asia","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/palmoil-asia-expo","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Wed, 09  - Fri, 11 Oct 2024","Palmex Indonesia","","","","","Medan","Indonesia","South-East Asia","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/gtar","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Sat, 23  - Sun, 24 Nov 2024","International Conference on Emerging Trends in Academic Research","","","","","Bali","Indonesia","South-East Asia","","","","","","","","","","","",""
"12/07/2024","10Times","","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","","","","","","","","Indonesia","South-East Asia","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/e1k4-4s38-ffkx","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Wed, 31 Jul - Thu, 01 Aug 2024","Digital Transformation Indonesia Conference and Expo (DTI-CX)","","","","","Jakarta","Indonesia","South-East Asia","","","","","","","","","","","",""
"12/07/2024","10Times","","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","","","","","","","","Indonesia","South-East Asia","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/e1dd-48xf-45xk-z","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Thu, 29  - Sat, 31 Aug 2024","Higher Education Partnership Conference (HEPCON)","","","","","Jakarta","Indonesia","South-East Asia","","","","","","","","","","","",""
"12/07/2024","10Times","","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","","","","","","","","Indonesia","South-East Asia","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/icmhs-bali","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Sat, 24  - Sun, 25 Aug 2024","International Conference on Medical, Medicine and Health Sciences (MMHS)","","","","","Kuta","Indonesia","South-East Asia","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/ecba-bali","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Sat, 24  - Sun, 25 Aug 2024","International Conference on Engineering & Technology, Computer, Basic & Applied Sciences (ECBA)","","","","","Kuta","Indonesia","South-East Asia","","","","","","","","","","","",""
